ticker,name,group,exposure,mem_ratio,float_mcap,eligible,탈락사유,selection_date,ff_market_cap_asof,ff_market_cap_source,market_facts_sha256,market_facts_source_sha256,market_facts_mapping_sha256,market_facts_price_reference_sha256,free_float_asof,code_commit
000660,SK하이닉스,anchor,0.08,0.95,61322988014829.0,True,,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-22,3bfa40002d306edc5ab775fea1880ad367162203
003160,디아이,satellite,0.0,0.85,90120176081.25,False,규칙 C 요건②③ 미충족,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-18,3bfa40002d306edc5ab775fea1880ad367162203
005290,동진쎄미켐,core,0.0,0.55,1048612229970.9099,True,,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-18,3bfa40002d306edc5ab775fea1880ad367162203
005930,삼성전자,anchor,0.01,0.31,335493779801383.0,True,,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-09,3bfa40002d306edc5ab775fea1880ad367162203
007660,이수페타시스,core,0.0,0.1,225422760106.962,True,,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-23,3bfa40002d306edc5ab775fea1880ad367162203
014680,한솔케미칼,core,0.0,0.5,2809727329898.0,True,,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-16,3bfa40002d306edc5ab775fea1880ad367162203
033160,엠케이전자,core,0.0,0.5,234594796917.71503,True,,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-23,3bfa40002d306edc5ab775fea1880ad367162203
036540,SFA반도체,satellite,0.0,0.75,452743425969.91205,False,규칙 C 요건②③ 미충족,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-19,3bfa40002d306edc5ab775fea1880ad367162203
036930,주성엔지니어링,satellite,0.0,0.7,553483356830.14,False,규칙 C 요건②③ 미충족,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-17,3bfa40002d306edc5ab775fea1880ad367162203
039030,이오테크닉스,core,0.0,0.5,858635553154.5,True,,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-18,3bfa40002d306edc5ab775fea1880ad367162203
042700,한미반도체,satellite,0.1,0.8,672528699112.42,True,,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-11,3bfa40002d306edc5ab775fea1880ad367162203
061970,LB세미콘,core,0.0,0.3,320475848070.0,True,,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-18,3bfa40002d306edc5ab775fea1880ad367162203
064290,인텍플러스,core,0.0,0.4,234487677150.72,True,,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-17,3bfa40002d306edc5ab775fea1880ad367162203
067310,하나마이크론,core,0.0,0.6,496971066021.185,True,,2021-11-30,2021-11-30,KRX all-stock screen download x ledger free_float,2d6abd5ec23d5b2327114d77d40800b175013f0d159848acd8d171ebdfc5d08e,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2021-03-22,3bfa40002d306edc5ab775fea1880ad367162203
